Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa04270:Vascular smooth muscle contraction	17	1.3991769547325104	0.020270331699765325	PRKCA, MYL6, RAMP3, GNA13, ARHGEF1, ROCK2, CALD1, MYLK3, NPR1, ITPR2, EDNRA, GNAQ, ADCY9, PLA2G2A, GUCY1A3, GUCY1B3, MYLK	420	112	5085	1.8376913265306125	0.9679482597587553	0.2049579346142547	22.06820777371655
KEGG_PATHWAY	hsa05322:Systemic lupus erythematosus	15	1.2345679012345678	0.031123603270351602	HLA-DQB1, C7, HIST1H2BE, HLA-DRB1, ACTN1, C1S, HLA-DMB, HLA-DMA, C1QC, C1QA, C1QB, CD80, H2AFX, FCGR3A, HLA-DOB	420	99	5085	1.8344155844155843	0.9950672720506901	0.28250653844967855	31.95264804046435
KEGG_PATHWAY	hsa04650:Natural killer cell mediated cytotoxicity	18	1.4814814814814816	0.04458255964779094	PRKCA, PRF1, KLRC2, CD247, HLA-A, FASLG, GZMB, VAV2, PTPN11, LAT, TNFSF10, TNFRSF10D, SOS2, FCGR3A, KLRD1, SHC2, KLRC1, LCP2	420	133	5085	1.638560687432868	0.9995296169428036	0.36282039996156	42.609135342401316
KEGG_PATHWAY	hsa04672:Intestinal immune network for IgA production	9	0.7407407407407408	0.044886158647306745	HLA-DQB1, TNFSF13B, CD80, HLA-DRB1, IL15, HLA-DMB, HLA-DOB, HLA-DMA, CXCL12	420	49	5085	2.2237609329446064	0.9995540734564877	0.3485996876765617	42.83078351638305
KEGG_PATHWAY	hsa04520:Adherens junction	12	0.9876543209876543	0.04927907501027551	CSNK2A2, IGF1R, TJP1, CSNK2A1, SORBS1, PVRL1, TGFBR1, MET, WASF2, ACTN1, INSR, MLLT4	420	77	5085	1.8868274582560298	0.9997944521930291	0.36034944439953676	45.951215689313706
KEGG_PATHWAY	hsa05219:Bladder cancer	8	0.6584362139917695	0.05341284655137124	VEGFC, CDKN1A, VEGFA, RB1, THBS1, FIGF, MMP2, MMP1	420	42	5085	2.306122448979592	0.9999011488248531	0.3694070779033485	48.74402101715016
KEGG_PATHWAY	hsa00534:Heparan sulfate biosynthesis	6	0.49382716049382713	0.05765730003372366	B3GAT1, NDST1, XYLT1, HS3ST2, HS3ST1, HS2ST1	420	26	5085	2.793956043956044	0.9999535388179956	0.3781710110409865	51.473243554722224
KEGG_PATHWAY	hsa04621:NOD-like receptor signaling pathway	10	0.823045267489712	0.06561161046193623	CXCL1, NOD2, CCL13, CCL2, IL18, CXCL2, PSTPIP1, CCL8, BIRC3, CCL5	420	62	5085	1.9527649769585254	0.9999888157000244	0.4044245823734375	56.231859999021594
KEGG_PATHWAY	hsa04144:Endocytosis	22	1.8106995884773662	0.07698105394612767	LDLR, TGFBR1, MET, CBL, HLA-A, VPS37B, HSPA1A, PSD2, PIP5K1A, LDLRAP1, KDR, IGF1R, DAB2, TFRC, ACAP3, SH3GLB2, CCR5, ARRB1, PDGFRA, ARAP3, EHD2, IQSEC1	420	184	5085	1.4475931677018634	0.9999985698440143	0.4429601885879042	62.29287554169343
KEGG_PATHWAY	hsa04350:TGF-beta signaling pathway	12	0.9876543209876543	0.09974286117117197	INHBB, AMH, ACVR2B, ACVRL1, ID2, ROCK2, INHBE, COMP, TGFBR1, DCN, BMP7, THBS1	420	87	5085	1.6699507389162562	0.9999999784431938	0.5207457008832885	72.17774840522914
